term syriaca-headword.en	***Categories	***Source	***currently in use	New URI	idno URI	idno URI	idno URI	gloss.en	gloss.en	gloss.en	gloss.en	gloss.en	gloss.en	term syriaca-headword.de	term syriaca-headword.fr	term syriaca-headword.grc	gloss.grc	term syriaca-headword.la	gloss.la	term syriaca-headword.ru	term syriaca-headword.swe	gloss.swe	term syriaca-headword.syr	gloss.syr	term syriaca-headword.tru	gloss.tru	note abstract	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	relation skos---broadMatch	***[revisit]	***[NOTES]		
Tower of Babel		CBSC	tower of Babel	tower-of-babel	http://id.loc.gov/authorities/subjects/sh85010726																																																				http://syriaca.org/keyword/places												x	I think this should be a place instead of a subject but I'm not sure about that.		
Trade		CBSC	trade	trade	http://id.loc.gov/authorities/subjects/sh85028901			commerce																										http://syriaca.org/keyword/economics																																						
Tradition		CBSC	tradition	tradition	http://id.loc.gov/authorities/subjects/sh85080593			manners	customs																							http://syriaca.org/keyword/culture																																								
Traditional religions	category	CBSC	paganism	traditional-religions	http://id.loc.gov/authorities/subjects/sh85096574			paganism	Greco-roman religion																																																		http://syriaca.org/keyword/religion													
Transfiguration		CBSC	Transfiguration	transfiguration	http://id.loc.gov/authorities/subjects/sh85070134																										http://syriaca.org/keyword/christianity							http://syriaca.org/keyword/events				http://syriaca.org/keyword/ideology																														
Translation	category	CBSC	translation	translation	http://id.loc.gov/authorities/subjects/sh85136967																																												http://syriaca.org/keyword/linguistics																							
Translations from Arabic		CBSC	translations from Arabic	translations-from-arabic																																																														http://syriaca.org/keyword/translation						
Translations from Armenian		CBSC	translations from Armenian	translations-from-armenian																																																														http://syriaca.org/keyword/translation						
Translations from Coptic		CBSC	translations from Coptic	translations-from-coptic																																																														http://syriaca.org/keyword/translation						
Translations from Greek		CBSC	translations from Greek	translations-from-greek																																																														http://syriaca.org/keyword/translation						
Translations from Hebrew		CBSC	translations from Hebrew	translations-from-hebrew																																																														http://syriaca.org/keyword/translation						
Translations from Latin		CBSC	translations from Latin	translations-from-latin																																																														http://syriaca.org/keyword/translation						
Translations from Persian		CBSC	translations from Persian	translations-from-persian																																																														http://syriaca.org/keyword/translation						
Translations from Syriac		CBSC	translations from Syriac	translations-from-syriac																																																														http://syriaca.org/keyword/translation						
Translations into Arabic		CBSC	translations into Arabic	translations-into-arabic																																																														http://syriaca.org/keyword/translation						
Translations into Armenian		CBSC	translations into Armenian	translations-into-armenian																																																														http://syriaca.org/keyword/translation						
Translations into Chinese		CBSC	translations into Chinese	translations-into-chinese																																																														http://syriaca.org/keyword/translation						
Translations into Coptic		CBSC	translations into Coptic	translations-into-coptic																																																														http://syriaca.org/keyword/translation						
Translations into Geez		CBSC	translations into Geez	translations-into-geez																																																														http://syriaca.org/keyword/translation						
Translations into Georgian		CBSC	translations into Georgian	translations-into-georgian																																																														http://syriaca.org/keyword/translation						
Translations into Greek		CBSC	translations into Greek	translations-into-greek																																																														http://syriaca.org/keyword/translation						
Translations into Latin		CBSC	translations into Latin	translations-into-latin																																																														http://syriaca.org/keyword/translation						
Translations into Persian		CBSC	translations into Persian	translations-into-persian																																																														http://syriaca.org/keyword/translation						
Translations into Slavonic		CBSC	translations into Slavonic	translations-into-slavonic																																																														http://syriaca.org/keyword/translation						
Translations into Sogdian		CBSC	translations into Sogdian	translations-into-sogdian																																																														http://syriaca.org/keyword/translation						
Translations into Syriac		CBSC	translations into Syriac	translations-into-syriac																																																														http://syriaca.org/keyword/translation						
Translations into Turkic		CBSC	translations into Turkic	translations-into-turkic																																																														http://syriaca.org/keyword/translation						
Transmission		CBSC	transmission	transmission	http://id.loc.gov/authorities/subjects/sh85136986			transmission of texts	literary transmission																																									http://syriaca.org/keyword/literature																		http://syriaca.org/keyword/writing				
Travel		CBSC	travel	travel	http://id.loc.gov/authorities/subjects/sh85137149			traveling																														http://syriaca.org/keyword/events																																		
Travelogues		CBSC	travelogues	travelogues	http://id.loc.gov/authorities/genreForms/gf2014026200			travel literature	travel narratives																																http://syriaca.org/keyword/genres																															
Trinity		CBSC	Trinity	trinity	http://id.loc.gov/authorities/subjects/sh85137555																										http://syriaca.org/keyword/christianity											http://syriaca.org/keyword/ideology																														
Tritheism		CBSC	tritheism	tritheism	http://id.loc.gov/authorities/subjects/sh85137929																										http://syriaca.org/keyword/christianity											http://syriaca.org/keyword/ideology																														
Turkish language		CBSC	Turkish	turkish-language	http://id.loc.gov/authorities/subjects/sh85138883		ISO 639-1: tr																																								http://syriaca.org/keyword/language																									
Turks		CBSC	Turks	turks	http://id.loc.gov/authorities/subjects/sh85138915																																http://syriaca.org/keyword/ethnicity																																			
Turoyo		CBSC	Turoyo	turoyo			ISO 639-3: tru																																								http://syriaca.org/keyword/language																									
Tyare		CBSC	Tyare	tyare																																											http://syriaca.org/keyword/language																									
Typology		CBSC	typology	typology	http://id.loc.gov/authorities/subjects/sh85139176																																													http://syriaca.org/keyword/literature																						
Uighurs		CBSC	Uighurs	uighurs	http://id.loc.gov/authorities/subjects/sh85139324																																http://syriaca.org/keyword/ethnicity																																			
